,trial_idx,agent_choices,choice_a0,choice_a1,better_choice,correct_a0,correct_a1,correct_choices,navigation_init_time,navigation_init_idx,observer,player,player_choice,observer_choice,poll_probs,prop_touched_polls,reaction_time,reward,total_polls,touched_polls,trial_aborted,trial_duration
380,380,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045434.665375,107,0,1,-1,-1,0.15,0.6666666666666666,0.7501990795135498,0.0,15,10,0,6.900296926498413
381,381,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045445.4981508,118,0,1,1,1,0.15,1.0,0.7500259876251221,1.0,2,2,0,2.7504777908325195
382,382,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045451.66383,110,0,1,1,1,0.15,0.6666666666666666,0.7501540184020996,1.0,15,10,0,6.96647310256958
383,383,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045462.347018,108,1,0,1,1,0.15,0.75,0.7490360736846924,1.0,8,6,0,4.599814176559448
384,384,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045470.6460102,112,1,0,1,1,0.15,0.8333333333333334,0.7494468688964844,1.0,6,5,0,3.999950885772705
385,385,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045478.3621461,118,1,0,1,1,0.15,0.8181818181818182,0.7497799396514893,1.0,11,9,0,5.750579833984375
386,386,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045487.9281752,125,0,1,1,1,0.15,1.0,0.749420166015625,1.0,2,2,0,2.8513243198394775
387,387,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045494.161648,114,1,0,1,1,0.15,1.0,0.7494421005249023,1.0,2,2,0,2.7007501125335693
388,388,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045500.444196,115,0,1,1,1,0.15,0.8333333333333334,0.7496821880340576,1.0,6,5,0,4.016371965408325
389,389,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045508.093646,116,1,0,1,1,0.15,0.6,0.7496998310089111,1.0,5,3,0,3.7501487731933594
390,390,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045515.3935308,113,1,0,1,1,0.15,0.9090909090909091,0.7494332790374756,1.0,11,10,0,5.700132131576538
391,391,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045524.909024,120,1,0,1,1,0.15,0.2857142857142857,0.7501380443572998,1.0,7,2,0,4.567990064620972
392,392,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045533.041585,115,0,1,1,1,0.15,1.0,0.7489399909973145,0.0,15,15,0,7.049448013305664
393,393,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045544.15838,134,1,0,1,1,0.15,0.8,0.7495527267456055,1.0,5,4,0,4.0171959400177
394,394,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045552.42416,172,1,0,1,1,0.15,0.6666666666666666,0.7498159408569336,1.0,3,2,0,3.967543125152588
395,395,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671045559.007023,113,0,1,1,1,0.0,0.7333333333333333,0.7490108013153076,0.0,15,11,0,7.033069133758545
396,396,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671045569.939296,123,1,0,1,1,0.0,0.9333333333333333,0.7486200332641602,0.0,15,14,0,7.149372100830078
397,397,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045580.7218602,117,0,1,-1,-1,0.15,0.8,0.7496600151062012,0.0,15,12,0,7.066035032272339
398,398,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045592.371249,167,1,0,-1,-1,0.15,1.0,0.750643253326416,1.0,1,1,0,3.2173681259155273
399,399,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045598.37008,119,0,1,-1,-1,0.15,0.5,0.7498598098754883,1.0,2,1,0,2.783808946609497
400,400,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045604.7202759,119,1,0,-1,-1,0.15,0.75,0.748650312423706,1.0,4,3,0,3.416872262954712
401,401,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045611.986123,134,0,1,-1,-1,0.15,0.75,0.7496840953826904,1.0,4,3,0,3.8166840076446533
402,402,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045619.3355572,129,1,0,-1,-1,0.15,1.0,0.7500596046447754,1.0,3,3,0,3.266864776611328
403,403,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045625.8183281,108,0,1,-1,-1,0.15,0.6666666666666666,0.7500181198120117,1.0,12,8,0,5.900681972503662
404,404,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045635.9012291,137,1,0,-1,-1,0.15,0.5714285714285714,0.7495670318603516,1.0,7,4,0,4.71692419052124
405,405,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045643.834232,111,1,0,-1,-1,0.15,1.0,0.7498071193695068,1.0,3,3,0,2.9830851554870605
406,406,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671045650.4010692,112,1,0,-1,-1,0.0,0.9333333333333333,0.7491099834442139,0.0,15,14,0,6.966092586517334
407,407,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671045661.049967,108,0,1,-1,-1,0.0,0.7333333333333333,0.7502462863922119,0.0,15,11,0,6.933324098587036
408,408,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671045677.997935,485,1,0,-1,-1,0.0,0.8666666666666667,0.7509429454803467,0.0,15,13,0,13.382728099822998
409,409,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045689.4140348,123,1,0,1,1,0.15,0.7333333333333333,0.7499451637268066,1.0,15,11,0,7.216287136077881
410,410,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045700.163991,110,1,0,1,1,0.15,0.5,0.7500860691070557,1.0,2,1,0,2.6005120277404785
411,411,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045706.396734,114,1,0,1,1,0.15,0.75,0.7494678497314453,1.0,4,3,0,3.36739182472229
412,412,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045713.279338,109,1,0,1,1,0.15,0.5,0.749384880065918,1.0,2,1,0,2.5838048458099365
413,413,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045719.511925,113,1,0,1,1,0.15,0.7777777777777778,0.7502748966217041,1.0,9,7,0,5.034212827682495
414,414,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045729.178059,171,1,0,1,1,0.15,0.6666666666666666,0.7494041919708252,0.0,15,10,0,7.951159954071045
415,415,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671045739.878634,108,0,1,-1,1,0.0,0.8,0.7499010562896729,0.0,15,12,0,6.916041135787964
416,416,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671045750.8774688,129,0,1,-1,1,0.0,0.6666666666666666,0.7500150203704834,0.0,15,10,0,7.3164589405059814
417,417,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671045762.0101519,132,1,0,1,-1,0.0,0.8,0.7501137256622314,0.0,15,12,0,7.467591047286987
418,418,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671045773.459994,144,1,0,-1,1,0.15,0.7272727272727273,0.7495388984680176,1.0,11,8,0,6.184324026107788
419,419,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045782.774799,110,1,0,-1,-1,0.15,0.5714285714285714,0.7498548030853271,1.0,7,4,0,4.266848802566528
420,420,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045790.940489,125,1,0,-1,-1,0.15,1.0,0.7498598098754883,1.0,1,1,0,2.566786050796509
421,421,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045798.789637,229,1,0,-1,-1,0.15,0.7333333333333333,0.7496633529663086,0.0,15,11,0,8.966584205627441
422,422,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671045809.6737669,113,0,1,1,-1,0.0,0.6,0.7503218650817871,0.0,15,9,0,7.201452970504761
423,423,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671045821.755079,181,0,1,1,1,0.0,0.7333333333333333,0.7497918605804443,0.0,15,11,0,8.316715002059937
424,424,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671045833.605236,163,1,0,-1,1,0.15,0.6666666666666666,0.7497479915618896,1.0,3,2,0,3.8185322284698486
425,425,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045840.10405,107,1,0,-1,-1,0.15,0.6666666666666666,0.7500972747802734,0.0,15,10,0,7.100078105926514
426,426,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671045851.753868,156,0,1,-1,1,0.15,0.6666666666666666,0.7501230239868164,1.0,3,2,0,3.7164838314056396
427,427,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671045858.97055,149,1,0,1,-1,0.0,0.7333333333333333,0.7495877742767334,0.0,15,11,0,7.599662780761719
428,428,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671045870.186207,139,0,1,1,-1,0.0,0.7333333333333333,0.7496857643127441,0.0,15,11,0,7.416916847229004
429,429,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671045881.135013,125,0,1,1,-1,0.0,0.8,0.7494511604309082,0.0,15,12,0,7.266617298126221
430,430,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671045892.117526,122,1,0,-1,1,0.15,0.8,0.7486381530761719,1.0,5,4,0,3.799485921859741
431,431,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045899.433401,116,0,1,-1,-1,0.15,0.5,0.7494127750396729,1.0,2,1,0,2.6985738277435303
432,432,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671045905.782488,121,0,1,-1,-1,0.15,0.8,0.7495832443237305,1.0,5,4,0,3.782973289489746
433,433,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671045912.949573,107,0,1,-1,1,0.0,0.9333333333333333,0.7495701313018799,0.0,15,14,0,6.9324951171875
434,434,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671045923.83182,118,1,0,1,-1,0.15,1.0,0.7503559589385986,1.0,15,15,0,7.066845893859863
435,435,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045934.5475788,113,1,0,1,1,0.15,0.6666666666666666,0.7490870952606201,1.0,12,8,0,6.015606164932251
436,436,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045944.229818,110,0,1,1,1,0.15,0.5714285714285714,0.7502992153167725,1.0,7,4,0,4.283766031265259
437,437,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045952.312742,121,0,1,1,1,0.15,1.0,0.749748945236206,1.0,2,2,0,2.8504059314727783
438,438,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045958.511734,108,0,1,1,1,0.15,0.5,0.7493560314178467,1.0,4,2,0,3.249412775039673
439,439,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045965.378133,110,1,0,1,1,0.15,0.7142857142857143,0.7491021156311035,1.0,7,5,0,4.266772031784058
440,440,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671045973.461308,120,0,1,1,1,0.15,0.6666666666666666,0.7500491142272949,0.0,15,10,0,7.299072027206421
441,441,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671045984.677809,130,0,1,-1,1,0.0,0.8,0.7495260238647461,0.0,15,12,0,7.266162157058716
442,442,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671045995.71085,129,1,0,1,-1,0.15,0.7333333333333333,0.7493629455566406,0.0,15,11,0,7.466856002807617
443,443,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046006.7097049,116,0,1,-1,-1,0.0,0.7333333333333333,0.748898983001709,0.0,15,11,0,7.032011985778809
444,444,"[1.0, -1.0]",1.0,-1.0,1.0,1.0,-1.0,"[1.0, -1.0]",1671046017.34202,108,1,0,1,-1,0.15,0.5,0.7498550415039062,1.0,2,1,0,2.5686450004577637
445,445,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046023.5744581,115,0,1,1,1,0.15,0.9333333333333333,0.7490990161895752,0.0,15,14,0,7.032194137573242
446,446,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046038.906701,388,1,0,1,1,0.15,1.0,0.7498319149017334,1.0,1,1,0,6.90071702003479
447,447,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046045.3559418,134,0,1,1,1,0.15,0.7142857142857143,0.7495181560516357,1.0,7,5,0,4.684154272079468
448,448,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046053.288765,111,1,0,1,1,0.15,0.8,0.7494771480560303,0.0,15,12,0,7.150429010391235
449,449,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046064.68821,141,0,1,1,1,0.15,1.0,0.750248908996582,1.0,6,6,0,4.450085878372192
450,450,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046072.2211032,107,0,1,1,1,0.15,0.6666666666666666,0.749675989151001,1.0,3,2,0,2.8836569786071777
451,451,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046078.736963,110,1,0,1,1,0.0,0.6666666666666666,0.7499520778656006,0.0,15,10,0,6.933355093002319
452,452,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046090.202712,157,0,1,-1,-1,0.15,0.5,0.7506000995635986,1.0,2,1,0,3.4499990940093994
453,453,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046096.552439,114,0,1,-1,-1,0.15,0.7857142857142857,0.7497639656066895,1.0,14,11,0,6.684154748916626
454,454,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046106.851274,109,1,0,-1,-1,0.15,1.0,0.7488787174224854,1.0,1,1,0,2.249722719192505
455,455,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046112.9016929,124,0,1,-1,-1,0.15,0.7142857142857143,0.7496249675750732,1.0,7,5,0,4.500012159347534
456,456,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046120.7846458,108,0,1,-1,-1,0.15,0.6,0.7494862079620361,0.0,15,9,0,7.115140199661255
457,457,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671046134.184491,261,0,1,1,-1,0.0,0.7333333333333333,0.749478816986084,0.0,15,11,0,9.450577735900879
458,458,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046145.516054,142,1,0,1,1,0.0,0.8,0.7493240833282471,0.0,15,12,0,7.516564846038818
459,459,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671046156.5159192,125,0,1,-1,1,0.15,1.0,0.7498152256011963,0.0,15,15,0,7.24943208694458
460,460,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046167.6806421,134,1,0,-1,-1,0.15,0.5384615384615384,0.7493269443511963,1.0,13,7,0,6.682617902755737
461,461,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046177.7643678,114,0,1,-1,-1,0.15,1.0,0.7494149208068848,1.0,2,2,0,2.682996988296509
462,462,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046183.913836,108,0,1,-1,-1,0.15,0.3333333333333333,0.7499837875366211,1.0,3,1,0,2.9340760707855225
463,463,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046190.4468749,110,0,1,-1,-1,0.15,0.7142857142857143,0.7495758533477783,1.0,7,5,0,4.283493757247925
464,464,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046202.645613,367,1,0,-1,-1,0.15,0.625,0.7502329349517822,1.0,8,5,0,8.967586755752563
465,465,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046211.2784698,118,1,0,-1,-1,0.0,0.8,0.7493979930877686,0.0,15,12,0,7.099832057952881
466,466,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046222.010624,112,0,1,-1,-1,0.0,0.8,0.7508549690246582,0.0,15,12,0,7.032864093780518
467,467,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046232.826972,114,1,0,1,1,0.15,0.6,0.7497200965881348,1.0,5,3,0,3.684159994125366
468,468,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046239.99244,107,0,1,1,1,0.15,0.7777777777777778,0.7492899894714355,1.0,9,7,0,4.883846044540405
469,469,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046248.625657,111,1,0,1,1,0.15,0.5,0.7497859001159668,1.0,2,1,0,2.6340560913085938
470,470,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046254.826049,112,1,0,1,1,0.15,0.6,0.7490859031677246,1.0,5,3,0,3.666914939880371
471,471,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046262.0077598,107,1,0,1,1,0.15,0.7333333333333333,0.7487387657165527,0.0,15,11,0,7.081815958023071
472,472,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046272.890242,110,1,0,1,1,0.15,0.8,0.7494728565216064,1.0,5,4,0,3.63295578956604
473,473,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046280.472933,131,0,1,1,1,0.15,0.5,0.7492399215698242,1.0,2,1,0,2.950087785720825
474,474,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046286.840182,122,1,0,1,1,0.15,1.0,0.7489862442016602,1.0,2,2,0,2.91679310798645
475,475,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046293.205715,114,0,1,1,1,0.15,0.75,0.7500269412994385,1.0,4,3,0,3.367004156112671
476,476,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046300.1881988,115,1,0,1,1,0.15,1.0,0.7493698596954346,1.0,2,2,0,2.683743953704834
477,477,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046306.371959,110,0,1,1,1,0.15,1.0,0.7661457061767578,1.0,1,1,0,2.367136001586914
478,478,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046312.454475,121,1,0,1,1,0.15,0.6,0.749168872833252,1.0,5,3,0,3.7833340167999268
479,479,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046319.703661,112,1,0,1,1,0.15,0.3333333333333333,0.7501218318939209,1.0,6,2,0,3.966691017150879
480,480,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046327.403024,119,0,1,1,1,0.0,0.9333333333333333,0.749824047088623,0.0,15,14,0,7.116567850112915
481,481,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046338.086659,108,0,1,-1,-1,0.15,0.3333333333333333,0.750042200088501,1.0,3,1,0,3.0497043132781982
482,482,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046344.768638,112,1,0,-1,-1,0.15,1.0,0.7495779991149902,1.0,4,4,0,3.3169331550598145
483,483,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046351.6511948,110,1,0,-1,-1,0.15,0.3333333333333333,0.7492856979370117,1.0,3,1,0,2.983060836791992
484,484,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046358.150691,107,1,0,-1,-1,0.15,0.8888888888888888,0.7496049404144287,1.0,9,8,0,5.050518989562988
485,485,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046367.1170418,122,0,1,-1,-1,0.15,0.5,0.7496969699859619,1.0,2,1,0,2.799597978591919
486,486,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046373.466568,121,0,1,-1,-1,0.15,1.0,0.7499210834503174,1.0,4,4,0,3.4659039974212646
487,487,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046380.3666089,111,1,0,-1,-1,0.15,0.9166666666666666,0.7493517398834229,1.0,12,11,0,5.949594020843506
488,488,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046390.965667,167,1,0,-1,-1,0.15,0.6153846153846154,0.7496898174285889,1.0,13,8,0,7.249730825424194
489,489,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046401.0313659,110,0,1,-1,-1,0.15,0.875,0.748981237411499,1.0,8,7,0,4.6157472133636475
490,490,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046409.2977421,111,1,0,-1,-1,0.15,0.5,0.7494981288909912,1.0,2,1,0,2.6159400939941406
491,491,"[-1.0, -1.0]",-1.0,-1.0,-1.0,1.0,1.0,"[1.0, 1.0]",1671046415.4638631,109,1,0,-1,-1,0.15,0.5,0.7497692108154297,1.0,2,1,0,2.5837621688842773
492,492,"[-1.0, -1.0]",-1.0,-1.0,1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046422.047151,135,0,1,-1,-1,0.0,0.7333333333333333,0.7494580745697021,0.0,15,11,0,7.349720239639282
493,493,"[-1.0, 1.0]",-1.0,1.0,1.0,-1.0,1.0,"[-1.0, 1.0]",1671046432.746655,110,0,1,1,-1,0.15,0.6666666666666666,0.7497420310974121,1.0,3,2,0,2.9341769218444824
494,494,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046439.462892,121,1,0,1,1,0.15,0.3333333333333333,0.7493171691894531,1.0,3,1,0,3.1336371898651123
495,495,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046445.9283998,107,1,0,1,1,0.15,0.5,0.7495520114898682,1.0,2,1,0,2.5663399696350098
496,496,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046452.1778219,116,0,1,1,1,0.15,0.5,0.7491209506988525,1.0,2,1,0,2.7158260345458984
497,497,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046458.3776991,111,0,1,1,1,0.15,0.6153846153846154,0.7499611377716064,1.0,13,8,0,6.333769083023071
498,498,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046468.377335,108,0,1,1,1,0.15,0.8,0.7495288848876953,1.0,10,8,0,5.251076936721802
499,499,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046477.5428338,122,1,0,1,1,0.15,1.0,0.7493758201599121,1.0,2,2,0,2.817105770111084
500,500,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046483.992223,127,1,0,1,1,0.15,0.7142857142857143,0.7500870227813721,1.0,7,5,0,4.566468238830566
501,501,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046491.942049,111,1,0,1,1,0.15,0.8,0.7494549751281738,0.0,15,12,0,7.083338975906372
502,502,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046504.541321,218,0,1,1,1,0.15,0.75,0.7487170696258545,1.0,4,3,0,5.066473007202148
503,503,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046511.690729,123,0,1,1,1,0.15,0.6666666666666666,0.7493832111358643,1.0,3,2,0,3.149806022644043
504,504,"[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0]",1671046518.173184,108,1,0,1,1,0.15,0.8181818181818182,0.7495989799499512,1.0,11,9,0,5.600534200668335
505,505,"[1.0, 1.0]",1.0,1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0]",1671046527.6058922,116,0,1,1,1,0.0,0.9333333333333333,0.748507022857666,0.0,15,14,0,7.232454061508179
506,506,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671046539.522636,171,0,1,-1,1,0.15,0.5,0.749567985534668,1.0,2,1,0,3.6170990467071533
507,507,"[1.0, -1.0]",1.0,-1.0,-1.0,-1.0,1.0,"[-1.0, 1.0]",1671046546.656559,165,1,0,1,-1,0.0,0.6,0.7499210834503174,0.0,15,9,0,7.8829450607299805
508,508,"[-1.0, 1.0]",-1.0,1.0,-1.0,1.0,-1.0,"[1.0, -1.0]",1671046557.6045911,123,1,0,-1,1,0.15,0.75,0.7495889663696289,1.0,4,3,0,3.584001064300537
